,call_type,location
9731,Citizen Assist / Service Call,"(37.74810004173221, -122.42701514580305)"
9732,Medical Incident,"(37.778592683331475, -122.49638256316098)"
9733,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9734,Medical Incident,"(37.72381993596645, -122.42841968683707)"
9735,Medical Incident,"(37.78718056428673, -122.42421433781833)"
9736,Medical Incident,"(37.783310406701474, -122.3883798739193)"
9737,Other,"(37.75562144649667, -122.39576262701155)"
9738,Medical Incident,"(37.76009705964726, -122.46274782662536)"
9739,Medical Incident,"(37.784912471413506, -122.40864858896549)"
9740,Alarms,"(37.76558714517996, -122.42429764535736)"
9741,Medical Incident,"(37.731433495159344, -122.45228046158904)"
9742,Alarms,"(37.776894540118874, -122.49195807818296)"
9743,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9744,Medical Incident,"(37.753827054777794, -122.43881090955546)"
9745,Medical Incident,"(37.75142522120634, -122.43298834001564)"
9746,Medical Incident,"(37.79233318649594, -122.42188446704108)"
9747,Traffic Collision,"(37.783777522343236, -122.4176185736063)"
9748,Medical Incident,"(37.7501183410943, -122.39043303882671)"
9749,Medical Incident,"(37.788989027800646, -122.39224174948913)"
9750,Medical Incident,"(37.782137249161906, -122.3978145063337)"
9751,Medical Incident,"(37.75796959799367, -122.41672705336742)"
9752,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9753,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9754,Medical Incident,"(37.780347549238506, -122.40648796780864)"
9755,Medical Incident,"(37.78508363538929, -122.44762010694535)"
9756,Medical Incident,"(37.786117211837905, -122.4198542456919)"
9757,Medical Incident,"(37.78255695630781, -122.4163494281827)"
9758,Medical Incident,"(37.72922784596281, -122.43080925861518)"
9759,Medical Incident,"(37.78065582690504, -122.4723122549384)"
9760,Medical Incident,"(37.769506585733986, -122.45129893007717)"
9761,Structure Fire,"(37.778251016462264, -122.41988323163886)"
9762,Medical Incident,"(37.77745741994847, -122.41315769157707)"
9763,Other,"(37.767191551371724, -122.43122179729654)"
9764,Medical Incident,"(37.7831860531538, -122.40714911981141)"
9765,Medical Incident,"(37.729980416369216, -122.38885511680192)"
9766,Medical Incident,"(37.76367372258583, -122.41023493358988)"
9767,Gas Leak (Natural and LP Gases),"(37.79350664936894, -122.43392204812801)"
9768,Medical Incident,"(37.749710347804246, -122.42036138210169)"
9769,Medical Incident,"(37.7831860531538, -122.40714911981141)"
9770,Medical Incident,"(37.721908274561095, -122.40239619113936)"
9771,Medical Incident,"(37.78499964266719, -122.42109228187917)"
9772,Medical Incident,"(37.78552673913388, -122.4113010320761)"
9773,Medical Incident,"(37.72381993596645, -122.42841968683707)"
9774,Medical Incident,"(37.80780311751144, -122.4190860680992)"
9775,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9776,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9777,Water Rescue,"(37.7915253713789, -122.483480228628)"
9778,Traffic Collision,"(37.711655035820144, -122.41508054615261)"
9779,Structure Fire,"(37.765051338194475, -122.41966897386114)"
9780,Other,"(37.72127745217387, -122.40205647187608)"
9781,Outside Fire,"(37.79787504647134, -122.42974742404013)"
9782,Medical Incident,"(37.77126742394572, -122.43704561102948)"
9783,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9784,Outside Fire,"(37.76497689967328, -122.4209012720019)"
9785,Medical Incident,"(37.77667244903114, -122.39455737062357)"
9786,Medical Incident,"(37.796829128613965, -122.43796951267521)"
9787,Medical Incident,"(37.78552673913388, -122.4113010320761)"
9788,Medical Incident,"(37.73795539674021, -122.38958738017858)"
9789,Medical Incident,"(37.747195488751174, -122.48773209669925)"
9790,Medical Incident,"(37.790069767129, -122.4001731757253)"
9791,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9792,Medical Incident,"(37.71901186767855, -122.48045074945877)"
9793,Medical Incident,"(37.74404073030828, -122.41029418533623)"
9794,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9795,Medical Incident,"(37.76418194637122, -122.42057572093287)"
9796,Medical Incident,"(37.789063611220065, -122.40180312648046)"
9797,Medical Incident,"(37.7838241173643, -122.42100836000661)"
9798,Medical Incident,"(37.77454786764399, -122.42672837966111)"
9799,Medical Incident,"(37.76824173430173, -122.41959797465896)"
9800,Alarms,"(37.76632253162096, -122.4247238704242)"
9801,Medical Incident,"(37.78491618436334, -122.41195004222199)"
9802,Medical Incident,"(37.780036110279944, -122.41678952429797)"
9803,Medical Incident,"(37.73305840470193, -122.451160989041)"
9804,Smoke Investigation (Outside),"(37.741499448800255, -122.43654955334169)"
9805,Medical Incident,"(37.77454786764399, -122.42672837966111)"
9806,Medical Incident,"(37.7842993825154, -122.41014131985163)"
9807,Other,"(37.78538566539842, -122.40824888209268)"
9808,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9809,Medical Incident,"(37.78234046805375, -122.40377191669008)"
9810,Medical Incident,"(37.77668840697114, -122.42637948912456)"
9811,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9812,Medical Incident,"(37.76719155112127, -122.43122179741505)"
9813,Medical Incident,"(37.76930363659742, -122.44261080627477)"
9814,Medical Incident,"(37.76063768316806, -122.42584369698614)"
9815,Medical Incident,"(37.74546768680285, -122.48452837355178)"
9816,Medical Incident,"(37.734591007984015, -122.3869060448059)"
9817,Medical Incident,"(37.78351564008294, -122.41588254066856)"
9818,Medical Incident,"(37.805980597443, -122.41114113185635)"
9819,Traffic Collision,"(37.73402651675613, -122.43283747265889)"
9820,Water Rescue,"(37.7915253713789, -122.483480228628)"
9821,Medical Incident,"(37.77680493552191, -122.41243633287964)"
9822,Medical Incident,"(37.76831480085024, -122.427682264817)"
9823,Structure Fire,"(37.765051338194475, -122.41966897386114)"
9824,Medical Incident,"(37.78092668525862, -122.41087042413737)"
9825,Other,"(37.789044685485024, -122.4245911000674)"
9826,Medical Incident,"(37.75562144649667, -122.39576262701155)"
9827,Medical Incident,"(37.783386237938174, -122.40985372994119)"
9828,Traffic Collision,"(37.77128552595309, -122.41320426710206)"
9829,Medical Incident,"(37.790069767129, -122.4001731757253)"
9830,Structure Fire,"(37.726925680431506, -122.43096518754949)"
9831,Medical Incident,"(37.727526799451134, -122.38965011121223)"
9832,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9833,Outside Fire,"(37.739606076152626, -122.40764198185879)"
9834,Medical Incident,"(37.784912471413506, -122.40864858896549)"
9835,Medical Incident,"(37.723540524394636, -122.42476634507396)"
9836,Medical Incident,"(37.78491618436334, -122.41195004222199)"
9837,Medical Incident,"(37.780036110279944, -122.41678952429797)"
9838,Traffic Collision,"(37.77967358611933, -122.42354130684643)"
9839,Medical Incident,"(37.78076369833997, -122.49116384805883)"
9840,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9841,Medical Incident,"(37.76410440995883, -122.42187797405046)"
9842,Outside Fire,"(37.7980169557217, -122.40547307119029)"
9843,Medical Incident,"(37.736629459811596, -122.39142369330048)"
9844,Medical Incident,"(37.80040645396041, -122.43991784153701)"
9845,Medical Incident,"(37.78906690349349, -122.39233937975874)"
9846,Alarms,"(37.784091036175454, -122.41178436945478)"
9847,Structure Fire,"(37.769797850927084, -122.44857881483767)"
9848,Medical Incident,"(37.762743660114744, -122.42174765046308)"
9849,Medical Incident,"(37.78552673913388, -122.4113010320761)"
9850,Medical Incident,"(37.79426942256268, -122.4138404471309)"
9851,Medical Incident,"(37.748314514695466, -122.48358178967231)"
9852,Medical Incident,"(37.76403273527493, -122.50940219159153)"
9853,Alarms,"(37.75885689586086, -122.4029056700951)"
9854,Medical Incident,"(37.716228226778604, -122.43260043526625)"
9855,Alarms,"(37.776894540118874, -122.49195807818296)"
9856,Medical Incident,"(37.729934693604356, -122.39774442710336)"
9857,Medical Incident,"(37.7501183410943, -122.39043303882671)"
9858,Water Rescue,"(37.7915253713789, -122.483480228628)"
9859,Medical Incident,"(37.78305200255851, -122.42001027025522)"
9860,Medical Incident,"(37.78269112134719, -122.40953666269209)"
9861,Medical Incident,"(37.785510557880066, -122.44156341733498)"
9862,Medical Incident,"(37.785312067359236, -122.42636663640985)"
9863,Medical Incident,"(37.80040645396041, -122.43991784153701)"
9864,Medical Incident,"(37.71258730129646, -122.41354285042661)"
9865,Medical Incident,"(37.783991485761376, -122.4080665478042)"
9866,Outside Fire,"(37.760801686170424, -122.4355523368851)"
9867,Alarms,"(37.776894540118874, -122.49195807818296)"
9868,Medical Incident,"(37.73026642951123, -122.4026982196044)"
9869,Medical Incident,"(37.806657732383314, -122.42055996518519)"
9870,Medical Incident,"(37.77733614740454, -122.50280662261095)"
9871,Medical Incident,"(37.766667219697524, -122.42976992803932)"
9872,Medical Incident,"(37.77762423892872, -122.39998111124002)"
9873,Medical Incident,"(37.785312067359236, -122.42636663640985)"
9874,Alarms,"(37.776269506616586, -122.41725760506962)"
9875,Medical Incident,"(37.746175715698776, -122.44601317384225)"
9876,Medical Incident,"(37.71543100274268, -122.44295092436296)"
9877,Medical Incident,"(37.804140578524915, -122.45446554489457)"
9878,Medical Incident,"(37.78759816175103, -122.42092615615657)"
9879,Medical Incident,"(37.71225109320776, -122.3945464280317)"
9880,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9881,Medical Incident,"(37.73166399683937, -122.38316735998035)"
9882,Medical Incident,"(37.7835699386918, -122.40842111692214)"
9883,Alarms,"(37.76558714517996, -122.42429764535736)"
9884,Structure Fire,"(37.769797850927084, -122.44857881483767)"
9885,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9886,Medical Incident,"(37.771332742921246, -122.42944838367903)"
9887,Medical Incident,"(37.80040645396041, -122.43991784153701)"
9888,Traffic Collision,"(37.810520722520614, -122.36513827228869)"
9889,Medical Incident,"(37.75796959799367, -122.41672705336742)"
9890,Medical Incident,"(37.78114586125961, -122.40902604651616)"
9891,Medical Incident,"(37.777083464194156, -122.41697932641131)"
9892,Medical Incident,"(37.7324386586756, -122.4056075491991)"
9893,Traffic Collision,"(37.783777522343236, -122.4176185736063)"
9894,Medical Incident,"(37.73305840470193, -122.451160989041)"
9895,Medical Incident,"(37.78802755108142, -122.4478044739794)"
9896,Medical Incident,"(37.78480738867744, -122.41361543826261)"
9897,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9898,Medical Incident,"(37.7832678121935, -122.41407933670048)"
9899,Medical Incident,"(37.779568247485926, -122.47495076110266)"
9900,Structure Fire,"(37.7860598457137, -122.41464359285713)"
9901,Medical Incident,"(37.7833263288474, -122.44032487615966)"
9902,Medical Incident,"(37.805980597443, -122.41114113185635)"
9903,Medical Incident,"(37.747195488751174, -122.48773209669925)"
9904,Medical Incident,"(37.777083464194156, -122.41697932641131)"
9905,Medical Incident,"(37.787381979573674, -122.39647798117049)"
9906,Medical Incident,"(37.740710694954174, -122.48627949338731)"
9907,Medical Incident,"(37.75562144649667, -122.39576262701155)"
9908,Medical Incident,"(37.729980416369216, -122.38885511680192)"
9909,Medical Incident,"(37.76367372258583, -122.41023493358988)"
9910,Medical Incident,"(37.784205674933816, -122.40761273180911)"
9911,Alarms,"(37.76632253162096, -122.4247238704242)"
9912,Medical Incident,"(37.75847726867458, -122.4863777095897)"
9913,Medical Incident,"(37.721908274561095, -122.40239619113936)"
9914,Medical Incident,"(37.73672967956207, -122.42485038837573)"
9915,Outside Fire,"(37.75868821723868, -122.39719506060521)"
9916,Medical Incident,"(37.76177683437902, -122.43515167277485)"
9917,Outside Fire,"(37.7665395771344, -122.42204381336829)"
9918,Medical Incident,"(37.75427946408773, -122.3987186888418)"
9919,Traffic Collision,"(37.76464568902175, -122.42638170849467)"
9920,Medical Incident,"(37.79370939719048, -122.4212487811089)"
9921,Medical Incident,"(37.77680418611211, -122.43902158294614)"
9922,Medical Incident,"(37.75437238768095, -122.49468660708186)"
9923,Medical Incident,"(37.761413128114725, -122.42722053373112)"
9924,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9925,Medical Incident,"(37.771334561976445, -122.41791688434674)"
9926,Medical Incident,"(37.76441225323529, -122.47926339025658)"
9927,Medical Incident,"(37.76177683437902, -122.43515167277485)"
9928,Medical Incident,"(37.74155090934019, -122.3840538880308)"
9929,Water Rescue,"(37.7915253713789, -122.483480228628)"
9930,Medical Incident,"(37.77848911714374, -122.41822658172849)"
9931,Medical Incident,"(37.78575147350723, -122.40952196037355)"
9932,Medical Incident,"(37.74910205932908, -122.48692720556181)"
9933,Medical Incident,"(37.78558247360873, -122.41461720883616)"
9934,Alarms,"(37.79342018032697, -122.40938868300002)"
9935,Medical Incident,"(37.77126742394572, -122.43704561102948)"
9936,Medical Incident,"(37.78153743312166, -122.4095183414163)"
9937,Alarms,"(37.7883245687, -122.39391134614485)"
9938,Medical Incident,"(37.736629459811596, -122.39142369330048)"
9939,Medical Incident,"(37.78351564008294, -122.41588254066856)"
9940,Medical Incident,"(37.78113616052921, -122.41202407555724)"
9941,Structure Fire,"(37.712195842331155, -122.42083885010936)"
9942,Medical Incident,"(37.76813267383432, -122.43745437280572)"
9943,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9944,Medical Incident,"(37.7501183410943, -122.39043303882671)"
9945,Medical Incident,"(37.76127729877612, -122.4294690689181)"
9946,Medical Incident,"(37.72576859619842, -122.41383602891437)"
9947,Medical Incident,"(37.78176159407453, -122.41105817541424)"
9948,Medical Incident,"(37.78398088009425, -122.4201970055251)"
9949,Medical Incident,"(37.733029700948414, -122.43422633930807)"
9950,Medical Incident,"(37.7600850560594, -122.43499619309367)"
9951,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9952,Medical Incident,"(37.78718056428673, -122.42421433781833)"
9953,Medical Incident,"(37.78508363538929, -122.44762010694535)"
9954,Medical Incident,"(37.72848944263902, -122.42999537572818)"
9955,Medical Incident,"(37.79984295027233, -122.43604617398064)"
9956,Medical Incident,"(37.73795578379755, -122.4219128208829)"
9957,Alarms,"(37.75885689586086, -122.4029056700951)"
9958,Outside Fire,"(37.790666905816714, -122.42744775602672)"
9959,Medical Incident,"(37.76654457704424, -122.3950605459503)"
9960,Structure Fire,"(37.733117547930775, -122.4576410029956)"
9961,Medical Incident,"(37.761513913312704, -122.42555596887412)"
9962,Medical Incident,"(37.79633524835764, -122.4005152232957)"
9963,Alarms,"(37.79348808465746, -122.39820596475093)"
9964,Structure Fire,"(37.78626844171618, -122.41299723589641)"
9965,Water Rescue,"(37.7915253713789, -122.483480228628)"
9966,Structure Fire,"(37.77646430625282, -122.42626334490159)"
9967,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9968,Medical Incident,"(37.7600850560594, -122.43499619309367)"
9969,Water Rescue,"(37.80516256556238, -122.43295744051808)"
9970,Medical Incident,"(37.76177683437902, -122.43515167277485)"
9971,Medical Incident,"(37.74201996298055, -122.47783880287392)"
9972,Traffic Collision,"(37.731819888971835, -122.40541209173365)"
9973,Medical Incident,"(37.78244403834035, -122.42057454560377)"
9974,Medical Incident,"(37.720457745745186, -122.43703098791046)"
9975,Medical Incident,"(37.783310406701474, -122.3883798739193)"
9976,Medical Incident,"(37.7748701729732, -122.39441707175159)"
9977,Medical Incident,"(37.80480917127099, -122.4067955298258)"
9978,Medical Incident,"(37.71986847521028, -122.39090480126804)"
9979,Medical Incident,"(37.78116830793363, -122.43480568645582)"
9980,Structure Fire,"(37.76613438751412, -122.4219350771774)"
9981,Medical Incident,"(37.78244403834035, -122.42057454560377)"
